snapshot_at,slug,nome,categoria,tipo,alcance,viewability,investimento_minimo,descricao,segmentacoes,diferenciais,audience_slugs,audience_names,audience_count
2026-09-15T18:01:28+00:00,infomoney,InfoMoney,Portais,portal,+40M pageviews/mês,72,R$ 15.000,Principal portal de finanças e investimentos do Brasil. Conteúdo para investidores e profissionais.,"[{""nome"":""Interesse em investimentos e mercado financeiro"",""quando"":""campanhas voltadas a investidores pessoa física e traders que consomem notícias de bolsa, renda fixa, fundos e câmbio"",""exemplo"":""segmentar formatos de display/native em páginas da editoria Mercados, renda variável e cobertura de empresas listadas[3][7].""},{""nome"":""Contexto de economia, negócios e gestão"",""quando"":""marcas B2B e de serviços corporativos que precisam falar com executivos, empreendedores e tomadores de decisão"",""exemplo"":""usar branded content e native em matérias de economia, gestão, carreira executiva e ambiente de negócios[3][11].""},{""nome"":""Perfil socioeconômico classe AB e profissionais de alta renda"",""quando"":""produtos financeiros, bens de maior ticket e serviços premium que exigem público com maior poder aquisitivo"",""exemplo"":""campanhas institucionais em homepage e projetos especiais que exploram audiência qualificada descrita em mídia kit (classe AB, homens de negócios, mulheres em liderança)[9][13].""},{""nome"":""Momento de mercado (pré-abertura, pregão e fechamento)"",""quando"":""mensagens conectadas a horários de maior consumo de notícias financeiras e decisões de investimento"",""exemplo"":""patrocinar newsletters e conteúdos que cobrem os acontecimentos antes da abertura do mercado e resumos após o fechamento[12].""},{""nome"":""Contexto de conteúdo educacional em finanças"",""quando"":""instituições financeiras e fintechs que querem educar novos investidores e melhorar conhecimento financeiro"",""exemplo"":""ativar projetos MoneyLab com séries explicativas sobre produtos financeiros, planejamento financeiro e investimentos para iniciantes[1][4][13].""},{""nome"":""Projetos especiais com dados e insights proprietários"",""quando"":""campanhas que precisam combinar conteúdo de marca com estudos, pesquisas ou dados sobre comportamento de consumo financeiro"",""exemplo"":""desenvolver especiais co-branded em parceria com área de projetos especiais do InfoMoney, integrando artigos, vídeos e landing pages para captação de leads[1][13].""},{""nome"":""Segmentação por canal temático (ex.: Mercados, Consumo, Carreira)"",""quando"":""anunciantes que querem adequar a mensagem ao tema específico mais próximo do seu produto"",""exemplo"":""veicular display/native em seções como Mercados para corretoras, Consumo para varejo e bens duráveis, e Carreira para cursos e MBAs[3][5][7].""},{""nome"":""Presença em homepage reformulada com destaque a branded content"",""quando"":""campanhas que priorizam máxima visibilidade em pontos de entrada do portal"",""exemplo"":""comprar posições premium na nova homepage que valorizam conteúdos de marca e formatos publicitários de maior impacto[7].""}]","[""Audiência 78% classe AB"",""Investidores e decisores financeiros"",""Alto ticket médio de produtos"",""Webinars com alta conversão""]","[""imo-demo-25-44"",""imo-demo-45plus"",""imo-comb-acoes-traders-mobile"",""imo-exp-app"",""imo-fmt-branded"",""imo-edit-brand-safety"",""imo-demo-classe-ab"",""imo-comb-cripto-genz"",""imo-edit-cripto"",""imo-cust-crm"",""imo-demo-cfo"",""imo-exp-desktop"",""imo-edit-economia"",""imo-edit-edu-fin"",""imo-comb-edu-iniciantes"",""imo-demo-empreendedores"",""imo-comb-fiis-ab"",""imo-edit-fin-pessoais"",""imo-edit-cambio"",""imo-edit-fiis"",""imo-demo-genz"",""imo-comp-heavy"",""imo-demo-homens"",""imo-exp-horario-mercado"",""imo-comp-ativos"",""imo-comp-iniciantes"",""imo-comb-ipo-lookalike"",""imo-edit-ipos"",""imo-cust-lookalike"",""imo-edit-acoes"",""imo-demo-millennials-traders"",""imo-exp-mobile"",""imo-comb-morning-desktop"",""imo-edit-morning-call"",""imo-demo-mulheres"",""imo-fmt-native"",""imo-edit-negocios"",""imo-cust-newsletter-list"",""imo-comp-newsletter"",""imo-fmt-newsletter"",""imo-edit-perfil-inv"",""imo-comb-rf-conservador"",""imo-edit-renda-fixa"",""imo-fmt-retangulo"",""imo-cust-retargeting"",""imo-demo-superior"",""imo-comp-traders"",""imo-comb-webinar-retarget"",""imo-edit-webinars"",""imo-cust-webinar-leads"",""imo-comp-webinars""]","[""25-44 core investidores"",""45+ patrimonio"",""Acoes + Traders + Mobile"",""App InfoMoney"",""Branded Content"",""Brand safety financeiro"",""Classe AB"",""Cripto + Gen Z Millennials"",""Criptomoedas"",""CRM Match"",""Decisores CFO gestores"",""Desktop mercado"",""Economia e Copom"",""Educacao financeira"",""Educacao financeira + Iniciantes"",""Empreendedores"",""FIIs + Classe AB"",""Financas pessoais"",""Forex cambio"",""Fundos imobiliarios"",""Gen Z aprendendo investir"",""Heavy readers diarios"",""Homens geral"",""Horario mercado 10h-17h"",""Investidores ativos"",""Investidores iniciantes"",""IPO + Lookalike qualificado"",""IPOs ofertas"",""Lookalike investidor"",""Mercados acoes"",""Millennials traders"",""Mobile"",""Morning Call + Desktop"",""Morning Call mercado"",""Mulheres investidoras"",""Native"",""Negocios e startups"",""Newsletter assinantes"",""Newsletter financeira"",""Newsletter slot"",""Perfil conservador moderado arrojado"",""Renda fixa + Conservador 45+"",""Renda fixa e Tesouro"",""Retangulo display"",""Retargeting"",""Superior completo"",""Traders day swing"",""Webinar + CRM retargeting"",""Webinars eventos"",""Webinars leads"",""Webinars participantes""]",51
2026-09-15T18:01:28+00:00,instagram,Instagram,Sociais,social,+120M usuários BR,92,R$ 3.000,"Plataforma visual líder em engajamento. Ideal para branding, awareness e conversão com formatos diversos.","[{""nome"":""Demográfica"",""quando"":""quando precisa ajustar a mensagem por gênero, idade ou localização"",""exemplo"":""mulheres em determinada cidade""},{""nome"":""Interesses"",""quando"":""para campanhas de awareness e consideração que miram afinidades"",""exemplo"":""pessoas interessadas em moda, fitness ou tecnologia""},{""nome"":""Comportamento/Intenção de compra"",""quando"":""para ações de conversão onde intenção de compra é relevante"",""exemplo"":""usuários que demonstraram interesse em produtos similares""},{""nome"":""Remarketing"",""quando"":""para recuperar e converter quem já interagiu com a marca"",""exemplo"":""visitantes do site que não finalizaram compra""},{""nome"":""Públicos Semelhantes (Lookalike)"",""quando"":""para escalar campanhas a partir de clientes ou audiências de melhor desempenho"",""exemplo"":""público com comportamento similar aos compradores recentes""},{""nome"":""Engajamento com Conteúdo"",""quando"":""para nutrir audiência que já consome conteúdo e aumentar retenção"",""exemplo"":""usuários que engajaram com Reels, Stories ou publicações da conta""}]","[""Maior engajamento entre redes sociais"",""Reels para alcance orgânico amplificado"",""Shopping integrado para e-commerce"",""Audiência feminina forte (58%)""]",[],[],0
2026-09-15T18:01:28+00:00,interativos,Interativos,Interativos,interativo,Add-on rich media em programática e portais,,,,"[{""nome"":""Hot Spots e 360°"",""quando"":""imóvel e decoração"",""exemplo"":""Lançamento com planta""},{""nome"":""Poll / Quiz"",""quando"":""first-party data"",""exemplo"":""Pergunta no portal""},{""nome"":""Cube e Scratch"",""quando"":""produto e cupom"",""exemplo"":""Varejo no 300×250""},{""nome"":""Video Interactive"",""quando"":""demo em CTV ou mobile"",""exemplo"":""15–45s""}]","[""Hot Spots e 360° para imóveis"",""Poll/Quiz até 8x vs display""]",[],[],0
2026-09-15T18:01:28+00:00,kwai,Kwai,Sociais,social,+60M usuários BR,90,R$ 5.000,Plataforma de vídeos curtos com forte penetração na classe C brasileira. Audiência complementar ao TikTok.,"[{""nome"":""Classe socioeconômica"",""quando"":""Quando a campanha busca penetração em massa ou foco em perfis de menor renda."",""exemplo"":""Campanha de bens de consumo focada em classes C e D em áreas metropolitanas.""},{""nome"":""Idade e gênero"",""quando"":""Quando o produto/serviço tem apelo claro por faixa etária ou gênero."",""exemplo"":""Lançamento de produto jovem direcionado a 18–34 anos.""},{""nome"":""Geolocalização"",""quando"":""Para ações regionais, inaugurações físicas ou ofertas locais."",""exemplo"":""Promoção válida apenas em cidades do Nordeste ou em municípios selecionados.""},{""nome"":""Interesses e categorias de conteúdo"",""quando"":""Quando há afinidade temática entre o conteúdo consumido e a oferta."",""exemplo"":""Anúncio de delivery para usuários que consomem vídeos de culinária e food reviews.""},{""nome"":""Comportamento e engajamento"",""quando"":""Para otimizar conversão com usuários que já demonstraram interesse ou alta interação."",""exemplo"":""Retargeting para usuários que completaram visualizações de vídeos da marca ou interagiram com anúncios anteriores.""},{""nome"":""Audiência personalizada / Lookalike"",""quando"":""Quando se quer escalar encontrando perfis similares aos melhores clientes."",""exemplo"":""Upload de base CRM para retargeting e criação de lookalikes a partir dos clientes que mais convertem.""}]","[""Forte penetração classe C e D"",""Audiência complementar ao TikTok"",""Custo por impressão mais acessível"",""60M de usuários no Brasil"",""Forte no Norte e Nordeste""]",[],[],0
2026-09-15T18:01:28+00:00,linkedin,LinkedIn,Sociais,social,+65M usuários BR,88,R$ 10.000,"A maior rede profissional do mundo. Ideal para B2B, recrutamento e thought leadership.","[{""nome"":""Segmentação por cargo e função (job title / job function)"",""quando"":""Campanhas B2B que precisam alcançar decisores ou perfis específicos dentro de empresas (ex.: diretores de marketing, gerentes de TI)"",""exemplo"":""Impactar profissionais com cargo \""Head de Recursos Humanos\"" ou função \""Marketing\"" em empresas de médio e grande porte.""},{""nome"":""Segmentação por setor e indústria"",""quando"":""Campanhas focadas em segmentos como tecnologia, serviços financeiros, saúde, educação ou manufatura"",""exemplo"":""Veicular Sponsored Content apenas para usuários que atuam na indústria de \""Serviços Financeiros\"" e \""Software e TI\"".""},{""nome"":""Segmentação por empresa e account-based (company / ABM)"",""quando"":""Estratégias de Account-Based Marketing voltadas a listas específicas de contas-alvo"",""exemplo"":""Criar campanhas para atingir colaboradores de um conjunto de empresas estratégicas (ex.: bancos e grandes varejistas) com criativos personalizados.""},{""nome"":""Segmentação por nível de senioridade"",""quando"":""Quando o objetivo é falar com tomadores de decisão ou influenciadores em diferentes níveis hierárquicos"",""exemplo"":""Configurar campanhas para exibir anúncios apenas para profissionais com senioridade \""Manager\"", \""Director\"", \""VP\"" e \""CXO\"".""},{""nome"":""Segmentação por localização geográfica"",""quando"":""Campanhas focadas em regiões específicas do Brasil (cidades, estados ou regiões metropolitanas)"",""exemplo"":""Promover um evento presencial apenas para profissionais localizados em \""São Paulo\"" e \""Região Metropolitana do Rio de Janeiro\"".""},{""nome"":""Segmentação por interesses e grupos profissionais"",""quando"":""Comunicação baseada em temas (ex.: marketing digital, fintech, recursos humanos, engenharia) e participação em grupos relacionados"",""exemplo"":""Alcançar usuários interessados em \""transformação digital\"" e membros de grupos sobre \""Inovação em Serviços Financeiros\"".""},{""nome"":""Segmentação por habilidades (skills)"",""quando"":""Quando o critério principal é a competência profissional declarada no perfil"",""exemplo"":""Anunciar cursos de programação para membros que possuem habilidades como \""Python\"", \""Desenvolvimento Web\"" ou \""Machine Learning\"".""},{""nome"":""Segmentação por remarketing e listas próprias (1st party)"",""quando"":""Reengajar visitantes do site ou bases de CRM através do LinkedIn, integrando dados próprios do anunciante"",""exemplo"":""Criar audiências de visitantes do site do anunciante ou importar listas de emails corporativos para campanhas de Sponsored Content e Sponsored Messaging.""}]","[""Segmentação B2B mais precisa do mercado"",""Audiência de decisores (78% classe AB)"",""Lead Gen Forms nativos"",""Account-Based Marketing""]",[],[],0
2026-09-15T18:01:28+00:00,logan,Logan,Mobilidade,ooh,Circuitos urbanos e trajetos,94,R$ 12.000,"Mídia em trajetos e circuitos urbanos. Use quando o cliente precisa de presença no caminho, não só na tela.","[{""nome"":""Rota"",""quando"":""caminho casa–trabalho"",""exemplo"":""Corredor da cidade""},{""nome"":""Cidade e período"",""quando"":""circuito fechado"",""exemplo"":""2 semanas em SP""},{""nome"":""Complemento OOH"",""quando"":""já tem rua ou metrô"",""exemplo"":""Mesmo período da Eletromidia""},{""nome"":""Classe do trajeto"",""quando"":""AB vs massa"",""exemplo"":""Centro vs periferia""}]","[""Impacto no trajeto"",""Praça e rota sob medida"",""Complemento de campanha OOH""]",[],[],0
2026-09-15T18:01:28+00:00,hbo-max,Max (HBO),Streaming,ctv,+10M assinantes BR,98,R$ 45.000,"Streaming premium com conteúdo HBO, Warner Bros, DC e Discovery. Séries aclamadas e filmes blockbuster.","[{""nome"":""Brand safety por conteúdo premium"",""quando"":""quando a campanha precisa aparecer ao lado de séries e filmes premium"",""exemplo"":""inserção em conteúdo de alto valor de marca dentro do catálogo Max""},{""nome"":""Contexto de conteúdo em gêneros"",""quando"":""quando a compra usa afinidade editorial por gênero ou tema"",""exemplo"":""esportes, drama, infantil, documentários""},{""nome"":""Eventos ao vivo"",""quando"":""quando a campanha quer acompanhar transmissões live"",""exemplo"":""Paulistão com inserção dinâmica de anúncios""},{""nome"":""1st party do plano com anúncios"",""quando"":""quando a ativação considera somente inventário do plano Básico com anúncios"",""exemplo"":""entrega para assinantes do plano ad-supported""},{""nome"":""Frequência e controle de exposição"",""quando"":""quando a campanha exige limitação de repetição"",""exemplo"":""limite de frequência por marca""},{""nome"":""Segurança de marca"",""quando"":""quando a compra precisa de ambientes selecionados e qualificados"",""exemplo"":""associação a conteúdo selecionado de alta qualidade""}]","[""Séries premium (House of the Dragon, The Last of Us)"",""Conteúdo HBO aclamado pela crítica"",""Audiência premium e engajada"",""Ambiente brand safe""]",[],[],0
2026-09-15T18:01:28+00:00,netflix,Netflix,Streaming,ctv,+20M assinantes BR,99,R$ 50.000,A maior plataforma de streaming de vídeo do mundo. Plano com anúncios oferece acesso a audiência premium em ambiente brand safe.,"[{""nome"":""Rotativo (sem segmentação)"",""quando"":""campanha de cobertura ampla no plano com anúncios"",""exemplo"":""Inserção de vídeo ads distribuídos em diferentes títulos e gêneros, sem filtro adicional de conteúdo.[14]""},{""nome"":""Por gênero de conteúdo"",""quando"":""campanha alinhada ao contexto editorial"",""exemplo"":""Segmentação para exibir anúncios apenas em séries de comédia ou filmes de ação.[14]""},{""nome"":""Top 10 Netflix"",""quando"":""campanhas que priorizam títulos de maior audiência"",""exemplo"":""Compra de inventário em filmes e séries listados no Top 10 diário da Netflix.[14]""},{""nome"":""Primeira impressão do dia"",""quando"":""lançamentos e comunicações que buscam alto impacto na primeira sessão do usuário"",""exemplo"":""Garantir que o primeiro anúncio exibido ao usuário em seu dia na Netflix seja da marca da campanha.[14]""},{""nome"":""Interesse (Ads Suite, +100 opções)"",""quando"":""campanhas orientadas a perfis de audiência com base em comportamento de consumo"",""exemplo"":""Segmentar usuários com interesse em esportes, kids & family ou true crime usando a camada de dados da Netflix Ads Suite.[7][11]""},{""nome"":""Categorias de audiência (17 categorias)"",""quando"":""planejamento mais granular em clusters de conteúdo/consumo"",""exemplo"":""Comprar mídia em categorias como entretenimento jovem adulto ou lifestyle, conforme taxonomia da plataforma.[7]""},{""nome"":""Audiências 1st party (Amazon Audiences via programático)"",""quando"":""campanhas com compra programática que usam dados de terceiros integrados"",""exemplo"":""Usar audiências Amazon para orientar compras programáticas de inventário Netflix no Brasil e México.[6]""},{""nome"":""Momento de maratona (binge behavior)"",""quando"":""campanhas que consideram o comportamento de assistir vários episódios em sequência"",""exemplo"":""Ativar criativos específicos em blocos de anúncios antes dos três primeiros episódios de uma série, respeitando novos formatos binge ad anunciados pela Netflix.[15]""}]","[""Ambiente 100% brand safe - conteúdo curado"",""Audiência premium e engajada"",""Sem skip - completion rate de 97%"",""Targeting por títulos populares (Top 10)""]","[""netflix-demo-18-24"",""netflix-demo-25-34"",""netflix-demo-35-44"",""netflix-demo-45plus"",""netflix-gen-acao"",""netflix-mood-adrenalina"",""netflix-gen-alimentacao"",""netflix-int-alimentos-bebidas"",""netflix-int-animais"",""netflix-mood-aprender"",""netflix-int-arte-entretenimento"",""netflix-gen-bem-estar"",""netflix-int-carreira"",""netflix-gen-casa-construcao"",""netflix-int-casa-jardim"",""netflix-int-celebridades"",""netflix-int-ciencia-tech"",""netflix-gen-comedia"",""netflix-int-cultura-pop"",""netflix-int-danca"",""netflix-gen-drama"",""netflix-int-economia"",""netflix-int-educacao"",""netflix-mood-escapar"",""netflix-int-esportes"",""netflix-gen-esportes"",""netflix-int-fases-vida"",""netflix-gen-festas-fimdeano"",""netflix-int-festas"",""netflix-gen-scifi-fantasia"",""netflix-int-historia-cultura"",""netflix-demo-homens"",""netflix-int-ecologia"",""netflix-int-midia-noticias"",""netflix-int-moda"",""netflix-demo-f18-24"",""netflix-demo-f25-34"",""netflix-demo-mulheres"",""netflix-gen-musica"",""netflix-int-musica"",""netflix-int-negocios"",""netflix-int-parentalidade"",""netflix-mood-realismo"",""netflix-gen-realities"",""netflix-mood-relaxar"",""netflix-mood-rir"",""netflix-mood-romance"",""netflix-gen-romance"",""netflix-int-saude-fitness"",""netflix-int-standup"",""netflix-mood-suspense"",""netflix-gen-suspense-terror"",""netflix-mood-sustos"",""netflix-gen-familia"",""netflix-int-universidade"",""netflix-int-automotivos"",""netflix-gen-viagens"",""netflix-int-viagens"",""netflix-int-videogames"",""netflix-gen-videogames""]","[""18-24 anos (Young Adults)"",""25-34 anos (Core Adults)"",""35-44 anos"",""45+ anos"",""Acao"",""Adrenalina"",""Alimentacao"",""Alimentos e Bebidas"",""Animais e Bichos de Estimacao"",""Aprender"",""Arte e Entretenimento"",""Bem-estar"",""Carreira e Trabalho"",""Casa e Construcao"",""Casa e Jardim"",""Celebridades"",""Ciencia e Tecnologia"",""Comedia"",""Cultura Pop"",""Danca e Performance"",""Drama"",""Economia e Financas"",""Educacao"",""Escapar da Realidade"",""Esportes"",""Esportes"",""Fases da Vida"",""Festas de Fim de Ano"",""Festas e Comemoracoes"",""Ficcao Cientifica e Fantasia"",""Historia e Cultura"",""Homens (Geral)"",""Meio Ambiente e Ecologia"",""Midia e Noticias"",""Moda"",""Mulheres 18-24"",""Mulheres 25-34"",""Mulheres (Geral)"",""Musica"",""Musica e Cancoes"",""Negocios e Industria"",""Parentalidade"",""Realismo"",""Realities e Variedades"",""Relaxar"",""Rir"",""Romance"",""Romance"",""Saude e Fitness"",""Stand Up e Comedia"",""Suspense"",""Suspense e Terror"",""Sustos"",""Titulos para a Familia"",""Universidade e Vida Adulta"",""Veiculos Automotivos"",""Viagens"",""Viagens"",""Videogames"",""Videogames""]",60
2026-09-15T18:01:28+00:00,paramount-plus,Paramount+,Streaming,ctv,+8M assinantes BR,97,R$ 25.000,"Streaming premium com conteúdo exclusivo da Paramount, MTV, Nickelodeon, Comedy Central e mais.","[{""nome"":""Esportes"",""quando"":""futebol e NFL"",""exemplo"":""Jogos e mesas""},{""nome"":""Filmes e franquias"",""quando"":""marca em conteúdo"",""exemplo"":""Cinema Paramount""},{""nome"":""Horário"",""quando"":""noite CTV"",""exemplo"":""Prime time""},{""nome"":""Praça"",""quando"":""teste BR"",""exemplo"":""Sudeste""}]","[""Conteúdo infantil premium (Nickelodeon)"",""Público jovem via MTV"",""Filmes em lançamento"",""Futebol - Champions League""]",[],[],0
2026-09-15T18:01:28+00:00,podcast-ads,Podcast Ads (Rede),Streaming,audio,+40M ouvintes BR,95,R$ 10.000,"Publicidade em podcasts brasileiros via redes de podcast (Spotify, iHeartMedia, Podtag, etc.).","[{""nome"":""Programa específico"",""quando"":""quando o anunciante quer comprar inventário de um podcast ou série específica"",""exemplo"":""compra local em programas originais e exclusivos no Brasil""},{""nome"":""Catálogo de originais e exclusivos"",""quando"":""quando a campanha quer cobertura dentro do ecossistema de podcasts do publisher"",""exemplo"":""inventário em podcasts originais e exclusivos do Spotify""},{""nome"":""Catálogo global de originais e exclusivos"",""quando"":""quando a marca quer alcançar ouvintes brasileiros consumindo podcasts fora do Brasil"",""exemplo"":""programas dos Estados Unidos, Reino Unido, México, Alemanha, Austrália e Suécia""},{""nome"":""Geografia"",""quando"":""quando a compra usa segmentação por localização no delivery dinâmico"",""exemplo"":""anúncios inseridos dinamicamente com base na região do ouvinte""},{""nome"":""Categoria / contexto editorial"",""quando"":""quando a marca busca aderência temática do programa"",""exemplo"":""podcasts de notícias, entretenimento ou cultura alinhados ao tema da campanha""},{""nome"":""Comportamento / audiência"",""quando"":""quando a compra usa dados de audiência e consumo para distribuição"",""exemplo"":""segmentação por comportamento de escuta em inserção dinâmica""}]","[""Host-read ads com alta credibilidade"",""92% completion rate"",""Audiência premium (68% classe AB)"",""Contexto temático preciso""]",[],[],0
2026-09-15T18:01:28+00:00,prime-video,Prime Video,Streaming,ctv,+12M assinantes BR,97,R$ 35.000,"Streaming da Amazon com conteúdo original, filmes e séries. Integração com ecossistema Amazon.","[{""nome"":""Membros Prime"",""quando"":""Quando a campanha mira audiência engajada com maior propensão à compra e retenção."",""exemplo"":""Alvo: membros Prime que consomem séries originais e ofertas exclusivas.""},{""nome"":""Dados de compra Amazon"",""quando"":""Quando quiser alinhar criativos a comportamento de compra e intenção de compra clara."",""exemplo"":""Alvo: usuários que demonstraram interesse ou compraram categorias relacionadas ao produto anunciado.""},{""nome"":""Fãs de esportes / transmissões ao vivo"",""quando"":""Durante eventos esportivos ou para aproveitar alto engajamento em transmissões ao vivo."",""exemplo"":""Alvo: espectadores de transmissões como Thursday Night Football para promoções relacionadas a esportes.""},{""nome"":""Proprietários de Fire TV / cross-device"",""quando"":""Quando a estratégia exige alcance otimizado em TV conectada e mensuração cross-device."",""exemplo"":""Alvo: usuários com Fire TV para promover apps, serviços ou ofertas específicas para TV.""},{""nome"":""Contextual por gênero/conteúdo"",""quando"":""Quando a mensagem deve estar alinhada ao tipo de conteúdo assistido (série, filme, comédia)."",""exemplo"":""Alvo: espectadores de comédias para campanhas de marcas com tom leve e humorístico.""},{""nome"":""Demografia e perfil de renda"",""quando"":""Para campanhas de produtos/serviços premium ou segmentação por poder aquisitivo."",""exemplo"":""Alvo: públicos com perfil de maior poder aquisitivo para lançamentos de marca premium.""}]","[""Dados de compra Amazon integrados"",""Audiência Prime alto ticket"",""Thursday Night Football"",""Cross-device com Fire TV""]","[""primevideo-adultos-25-34"",""primevideo-adultos-35-44"",""primevideo-adultos-35plus"",""primevideo-alta-renda"",""primevideo-amantes-musica"",""primevideo-anime"",""primevideo-biografias-biopics"",""primevideo-black-friday-buyers"",""primevideo-black-friday-viewers"",""primevideo-business"",""primevideo-comedia-romantica"",""primevideo-compradores-alexa-echo"",""primevideo-alto-ticket"",""primevideo-compradores-prime"",""primevideo-compradores-recorrentes"",""primevideo-categoria-especifica"",""primevideo-compradores-kindle"",""primevideo-brasil"",""primevideo-halloween"",""primevideo-infantil-familia"",""primevideo-natalino"",""primevideo-copa-do-mundo"",""primevideo-core-25-44"",""primevideo-dia-das-maes"",""primevideo-dia-dos-namorados"",""primevideo-drama-psicologico"",""primevideo-eco"",""primevideo-empreendedores"",""primevideo-carnaval"",""primevideo-esportes-geral"",""primevideo-natal"",""primevideo-familias"",""primevideo-fantasia-epica"",""primevideo-acao-aventura"",""primevideo-animacao"",""primevideo-comedia"",""primevideo-documentarios"",""primevideo-drama"",""primevideo-brasileirao"",""primevideo-copa-brasil"",""primevideo-reality"",""primevideo-romance"",""primevideo-scifi-fantasia"",""primevideo-suspense-thriller"",""primevideo-terror-horror"",""primevideo-fashionistas"",""primevideo-nba"",""primevideo-ferias-julho"",""primevideo-scifi-hard"",""primevideo-fitness-health"",""primevideo-foodies"",""primevideo-futebol-feminino"",""primevideo-gamers"",""primevideo-guerra-historico"",""primevideo-halloween-viewers"",""primevideo-heavy-sports"",""primevideo-homens"",""primevideo-investidores"",""primevideo-jovens-18-24"",""primevideo-jovens-adultos"",""primevideo-lookalike-top"",""primevideo-maduros-45-54"",""primevideo-mma-lutas"",""primevideo-mulheres"",""primevideo-musical"",""primevideo-navegadores"",""primevideo-parents"",""primevideo-prime-day"",""primevideo-prime-day-buyers"",""primevideo-remarketing-copa"",""primevideo-seniores-55plus"",""primevideo-standup-comedy"",""primevideo-tech-enthusiasts"",""primevideo-thriller-policial"",""primevideo-times-rj"",""primevideo-times-sp"",""primevideo-true-crime"",""primevideo-viajantes-frequentes"",""primevideo-volta-as-aulas"",""primevideo-western-faroeste""]","[""Adultos 25-34 anos"",""Adultos 35-44 anos"",""Adultos 35+ (Decisores)"",""Alta Renda (A/B)"",""Amantes de Musica"",""Anime"",""Biografias e Biopics"",""Black Friday Buyers"",""Black Friday Viewers"",""Business Professionals"",""Comedia Romantica"",""Compradores Alexa / Echo"",""Compradores Alto Ticket"",""Compradores Amazon Prime"",""Compradores Amazon Recorrentes"",""Compradores Categorias Especificas"",""Compradores Kindle"",""Conteudo Brasileiro"",""Conteudo Halloween (Sazonal)"",""Conteudo Infantil/Familia"",""Conteudo Natalino (Sazonal)"",""Copa do Mundo"",""Core Audience (25-44)"",""Dia das Maes"",""Dia dos Namorados"",""Drama Psicologico"",""Eco-Conscious / Sustentaveis"",""Empreendedores"",""Espectadores Carnaval"",""Espectadores Esportes - Geral"",""Espectadores Natal"",""Familias com Filhos"",""Fantasia Epica"",""Fas de Acao e Aventura"",""Fas de Animacao"",""Fas de Comedia"",""Fas de Documentarios"",""Fas de Drama"",""Fas de Futebol - Brasileirao"",""Fas de Futebol - Copa do Brasil"",""Fas de Reality Shows"",""Fas de Romance"",""Fas de Sci-Fi e Fantasia"",""Fas de Suspense e Thriller"",""Fãs de Terror e Horror"",""Fashionistas"",""Fas NBA / Basketball"",""Ferias Julho"",""Ficcao Cientifica Hard"",""Fitness e Health Conscious"",""Foodies e Gourmets"",""Futebol Feminino"",""Gamers"",""Guerra e Historico"",""Halloween Viewers"",""Heavy Sports Viewers"",""Homens Prime Video"",""Investidores"",""Jovens 18-24 anos"",""Jovens Adultos 18-34"",""Lookalike Compradores Top"",""Maduros 45-54 anos"",""MMA e Lutas"",""Mulheres Prime Video"",""Musical"",""Navegadores Amazon (Nao Compraram)"",""Parents e Family Focused"",""Prime Day"",""Prime Day Buyers"",""Remarketing Copa do Brasil"",""Seniores 55+"",""Stand-up Comedy"",""Tech Enthusiasts"",""Thriller Policial"",""Torcedores Times Grandes RJ"",""Torcedores Times Grandes SP"",""True Crime"",""Viajantes Frequentes"",""Volta as Aulas"",""Western / Faroeste""]",80
2026-09-15T18:01:28+00:00,r7,R7,Portais,portal,+80M pageviews/mês,68,R$ 10.000,Portal de notícias do Grupo Record com grande audiência nacional. Forte em entretenimento e notícias.,"[{""nome"":""Contexto editorial de notícias"",""quando"":""campanhas que precisam estar associadas a conteúdo jornalístico nacional"",""exemplo"":""inserir display e native em seções de notícias gerais e política do portal R7.""},{""nome"":""Contexto de entretenimento"",""quando"":""marcas que querem aproveitar afinidade com conteúdos de entretenimento e celebridades"",""exemplo"":""usar formatos de display e branded content em editorias de entretenimento e áreas ligadas à Record TV.""},{""nome"":""Integração multiplataforma portal + redes sociais"",""quando"":""projetos que combinam presença no site e nas redes sociais do R7"",""exemplo"":""ativar conteúdo patrocinado no portal com posts de imagem, texto ou vídeo no Instagram e Facebook do R7.""},{""nome"":""Geo nacional com presença em parceiros"",""quando"":""campanhas que buscam alcance nacional aproveitando inventário próprio e de parceiros digitais"",""exemplo"":""comprar retângulo e outros formatos que rodam em home, internas e rede de parceiros do R7.""},{""nome"":""Projetos especiais de branded content"",""quando"":""campanhas que priorizam storytelling e formatos editoriais customizados"",""exemplo"":""desenvolver reportagem multimídia patrocinada via R7 Estúdio com distribuição em portal e redes.""},{""nome"":""Momentos de alta audiência na home"",""quando"":""lançamentos e ações de grande impacto que precisam dominar a homepage"",""exemplo"":""usar intervenção padrão/takeover da home por 24h em desktop e mobile.""},{""nome"":""Ambientes de vídeo e VOD"",""quando"":""marcas que desejam presença em player de vídeo e conteúdo sob demanda do ecossistema R7"",""exemplo"":""formatos de vídeo e conteúdo patrocinado em áreas de VOD e R7 TV, conforme tabelas de preços.""},{""nome"":""Conteúdo em redes sociais do R7"",""quando"":""campanhas que priorizam distribuição orgânica em perfis oficiais do R7"",""exemplo"":""posts patrocinados com menção à marca, hashtags e handshake com perfil do anunciante em Instagram e Facebook.""}]","[""Forte audiência em entretenimento"",""Integração com conteúdo Record TV"",""Bom custo-benefício"",""Audiência classe C expressiva""]",[],[],0
