snapshot_at,source,channel_slug,channel_name,channel_type,format_key,name,label,width,height,duration,family,kind,best_for,devices,channels,placement_zones,viewer_types,required_elements,optional_elements,forbidden_elements,safe_areas,aliases,commercial_notes
2026-09-15T18:01:28+00:00,channel_catalog,disney-plus,Disney+,ctv,iab-medium,Pause Ads,300×250,300,250,,,,"presença de marca no momento em que o usuário pausa o conteúdo, sem interromper a experiência","[""ctv""]","[""ctv""]",[],[],[],[],[],{},[],{}
2026-09-15T18:01:28+00:00,channel_catalog,disney-plus,Disney+,ctv,iab-medium,Pause+ (Billboard / Trivia / Carousel dentro de Pause Ads),300×250,300,250,,,,"experiências interativas de marca durante a pausa, com unidades mais ricas (billboard, trivia, carrossel)","[""ctv""]","[""ctv""]",[],[],[],[],[],{},[],{}
2026-09-15T18:01:28+00:00,channel_catalog,disney-plus,Disney+,ctv,ctv-16x9,Gateway Go,16:9,1920,1080,,,,"ações de performance ou consideração com oferta/lembrança que o usuário pode acionar via clique, QR code ou notificações","[""ctv"",""mobile""]","[""ctv""]",[],[],[],[],[],{},[],{}
2026-09-15T18:01:28+00:00,channel_catalog,disney-plus,Disney+,ctv,ctv-16x9,Ad Selector,16:9,1920,1080,,,,"campanhas focadas em engajamento, permitindo ao usuário escolher qual criativo assistir","[""ctv""]","[""ctv""]",[],[],[],[],[],{},[],{}
2026-09-15T18:01:28+00:00,channel_catalog,eletromidia,Eletromidia,ooh,iab-billboard,Programática OOH,970×250,970,250,,,,"compra por praça, rede e formato com critérios de audiência","[""ooh""]","[""ooh""]",[],[],[],[],[],{},[],{}
2026-09-15T18:01:28+00:00,channel_catalog,eletromidia,Eletromidia,ooh,iab-billboard,DOOH / inventário digital,DOOH,970,250,,,,circuitos urbanos e ativações em telas digitais,"[""ooh""]","[""ooh""]",[],[],[],[],[],{},[],{}
2026-09-15T18:01:28+00:00,channel_catalog,eletromidia,Eletromidia,ooh,iab-billboard,Projetos especiais / campanhas customizadas,970×250,970,250,,,,"ações sob medida por circuito, praça ou contexto","[""ooh""]","[""ooh""]",[],[],[],[],[],{},[],{}
2026-09-15T18:01:28+00:00,channel_catalog,eletromidia,Eletromidia,ooh,iab-billboard,DOOH,DOOH,970,250,,,,circuito urbano,"[""ooh""]","[""ooh""]",[],[],[],[],[],{},[],{}
2026-09-15T18:01:28+00:00,channel_catalog,eletromidia,Eletromidia,ooh,iab-billboard,Takeover,970×250,970,250,,,,estação e aeroporto,"[""ooh""]","[""ooh""]",[],[],[],[],[],{},[],{}
2026-09-15T18:01:28+00:00,channel_catalog,g1-globo,G1 / Globo.com,portal,iab-medium,Display,300×250,300,250,,,,cobertura nacional,"[""desktop"",""mobile""]","[""portal""]",[],[],[],[],[],{},[],{}
2026-09-15T18:01:28+00:00,channel_catalog,g1-globo,G1 / Globo.com,portal,iab-leaderboard,Native Ads,728×90,728,90,,,,leitura no feed,"[""desktop"",""mobile""]","[""portal""]",[],[],[],[],[],{},[],{}
2026-09-15T18:01:28+00:00,channel_catalog,g1-globo,G1 / Globo.com,portal,iab-billboard,Takeover,970×250,970,250,,,,home de impacto,"[""desktop""]","[""portal""]",[],[],[],[],[],{},[],{}
2026-09-15T18:01:28+00:00,channel_catalog,g1-globo,G1 / Globo.com,portal,ctv-16x9,Video Ads,16:9,1920,1080,,,,player de notícia,"[""desktop"",""mobile""]","[""portal""]",[],[],[],[],[],{},[],{}
2026-09-15T18:01:28+00:00,channel_catalog,g1-globo,G1 / Globo.com,portal,linkedin-landscape,Branded Content,1.91:1,1200,627,,,,reportagem patrocinada,"[""desktop"",""mobile""]","[""portal""]",[],[],[],[],[],{},[],{}
2026-09-15T18:01:28+00:00,channel_catalog,ge-globo-esporte,GE (Globo Esporte),portal,iab-medium,Mídia Display (banners),300×250,300,250,,,,"cobertura contínua em páginas de notícias, placares e editorias de clubes","[""desktop"",""mobile""]","[""portal""]",[],[],[],[],[],{},[],{}
2026-09-15T18:01:28+00:00,channel_catalog,ge-globo-esporte,GE (Globo Esporte),portal,iab-medium,Billboard / topo de página,300×250,300,250,,,,"presença de impacto na home e em grandes coberturas (finais, clássicos, campeonatos)","[""desktop""]","[""portal""]",[],[],[],[],[],{},[],{}
2026-09-15T18:01:28+00:00,channel_catalog,ge-globo-esporte,GE (Globo Esporte),portal,iab-medium,Pré-roll em vídeo (Video Ad),300×250,300,250,,,,"lances, highlights, vídeos de análise e quadros em VOD","[""desktop"",""mobile""]","[""portal""]",[],[],[],[],[],{},[],{}
2026-09-15T18:01:28+00:00,channel_catalog,ge-globo-esporte,GE (Globo Esporte),portal,linkedin-landscape,Conteúdo patrocinado / Branded Content,1.91:1,1200,627,,,,"histórias de marca, ativações de campeonatos, conteúdos especiais com alta contextualização esportiva","[""desktop"",""mobile""]","[""portal""]",[],[],[],[],[],{},[],{}
2026-09-15T18:01:28+00:00,channel_catalog,ge-globo-esporte,GE (Globo Esporte),portal,iab-medium,Patrocínio de editorias / seções,300×250,300,250,,,,"domínio de temas específicos como futebol, tênis, esportes a motor e editorias regionais","[""desktop"",""mobile""]","[""portal""]",[],[],[],[],[],{},[],{}
2026-09-15T18:01:28+00:00,channel_catalog,ge-globo-esporte,GE (Globo Esporte),portal,iab-medium,Soluções multiplataforma GE / GE TV,300×250,300,250,,,,"projetos 360º que integram portal ge, transmissões ao vivo, VOD, videocasts e redes sociais","[""desktop"",""mobile"",""ctv"",""app""]","[""portal""]",[],[],[],[],[],{},[],{}
2026-09-15T18:01:28+00:00,channel_catalog,globoplay,Globoplay,ctv,ctv-16x9,Video Ads,16:9,1920,1080,,,,novela e jornal,"[""ctv"",""mobile""]","[""ctv""]",[],[],[],[],[],{},[],{}
2026-09-15T18:01:28+00:00,channel_catalog,globoplay,Globoplay,ctv,ctv-16x9,Pre-roll,Pre-roll,1920,1080,,,,abertura de capítulo,"[""ctv"",""mobile""]","[""ctv""]",[],[],[],[],[],{},[],{}
2026-09-15T18:01:28+00:00,channel_catalog,globoplay,Globoplay,ctv,ctv-16x9,Mid-roll,Mid-roll,1920,1080,,,,intervalo de jornal,"[""ctv""]","[""ctv""]",[],[],[],[],[],{},[],{}
2026-09-15T18:01:28+00:00,channel_catalog,ifood,iFood,mobile,story-9x16,Splash Screen,9:16,1080,1920,,,,abertura do pedido,"[""mobile"",""app""]","[""mobile""]",[],[],[],[],[],{},[],{}
2026-09-15T18:01:28+00:00,channel_catalog,ifood,iFood,mobile,feed-1x1,In-App Ads,In-app,1080,1080,,,,durante o fluxo,"[""mobile"",""app""]","[""mobile""]",[],[],[],[],[],{},[],{}
2026-09-15T18:01:28+00:00,channel_catalog,ifood,iFood,mobile,iab-mobile,Push Notification,320×50,320,50,,,,cupom e volta,"[""mobile"",""app""]","[""mobile""]",[],[],[],[],[],{},[],{}
2026-09-15T18:01:28+00:00,channel_catalog,infomoney,InfoMoney,portal,iab-medium,"Display Ads (retângulos, banners e formatos de impacto)",300×250,300,250,,,,campanhas de alcance e frequência em conteúdo de finanças e investimentos,"[""desktop"",""mobile"",""tablet"",""app""]","[""portal""]",[],[],[],[],[],{},[],{}
2026-09-15T18:01:28+00:00,channel_catalog,infomoney,InfoMoney,portal,iab-leaderboard,Native Ads (conteúdo integrado e unidades responsivas),728×90,728,90,,,,posicionamento de marca em contexto editorial com leitura aprofundada,"[""desktop"",""mobile""]","[""portal""]",[],[],[],[],[],{},[],{}
2026-09-15T18:01:28+00:00,channel_catalog,infomoney,InfoMoney,portal,linkedin-landscape,Branded Content / MoneyLab (projetos especiais),1.91:1,1200,627,,,,"storytelling de marca, educação financeira e liderança de pensamento","[""desktop"",""mobile"",""tablet"",""app""]","[""portal""]",[],[],[],[],[],{},[],{}
2026-09-15T18:01:28+00:00,channel_catalog,infomoney,InfoMoney,portal,iab-leaderboard,Newsletter (anúncios e patrocínios),E-mail,728,90,,,,relacionamento recorrente com base de assinantes interessados em mercado financeiro,"[""desktop"",""mobile""]","[""portal""]",[],[],[],[],[],{},[],{}
2026-09-15T18:01:28+00:00,channel_catalog,infomoney,InfoMoney,portal,ctv-16x9,Webinars / programas de vídeo e eventos digitais,Webinar,1920,1080,,,,geração de leads qualificados e aprofundamento em temas financeiros com interação,"[""desktop"",""mobile""]","[""portal""]",[],[],[],[],[],{},[],{}
2026-09-15T18:01:28+00:00,channel_catalog,infomoney,InfoMoney,portal,iab-medium,Patrocínios de canal e homepage / fundos de página de alto impacto,300×250,300,250,,,,posicionamento institucional e presença dominante em ambientes-chave do portal,"[""desktop""]","[""portal""]",[],[],[],[],[],{},[],{}
2026-09-15T18:01:28+00:00,channel_catalog,instagram,Instagram,social,story-9x16,Stories,9:16,1080,1920,,,,alcance diário,"[""mobile""]","[""social""]",[],[],[],[],[],{},[],{}
2026-09-15T18:01:28+00:00,channel_catalog,instagram,Instagram,social,story-9x16,Reels,9:16,1080,1920,,,,descoberta,"[""mobile""]","[""social""]",[],[],[],[],[],{},[],{}
2026-09-15T18:01:28+00:00,channel_catalog,instagram,Instagram,social,feed-1x1,Feed Ads,1:1,1080,1080,,,,consideração,"[""mobile""]","[""social""]",[],[],[],[],[],{},[],{}
2026-09-15T18:01:28+00:00,channel_catalog,instagram,Instagram,social,feed-1x1,Shopping,1:1,1080,1080,,,,catálogo,"[""mobile""]","[""social""]",[],[],[],[],[],{},[],{}
2026-09-15T18:01:28+00:00,channel_catalog,interativos,Interativos,interativo,iab-medium,Cube,300×250,300,250,,,,"storytelling, produto","[""desktop"",""mobile""]","[""interativo""]",[],[],[],[],[],{},[],"{""taxa"":""3-6%"",""tempo"":""15-30s"",""extra"":""4x vs display""}"
2026-09-15T18:01:28+00:00,channel_catalog,interativos,Interativos,interativo,iab-medium,Scratch,300×250,300,250,,,,"cupom, gamificação","[""desktop"",""mobile""]","[""interativo""]",[],[],[],[],[],{},[],"{""taxa"":""5-10%"",""tempo"":""10-20s"",""extra"":""6x vs display""}"
2026-09-15T18:01:28+00:00,channel_catalog,interativos,Interativos,interativo,iab-medium,Hot Spots,300×250,300,250,,,,"imóveis, decoração","[""desktop"",""mobile""]","[""interativo""]",[],[],[],[],[],{},[],"{""taxa"":""3-6%"",""tempo"":""15-30s""}"
2026-09-15T18:01:28+00:00,channel_catalog,interativos,Interativos,interativo,iab-medium,360° Viewer,300×250,300,250,,,,"imóveis, turismo","[""desktop"",""mobile""]","[""interativo""]",[],[],[],[],[],{},[],"{""taxa"":""4-7%"",""tempo"":""20-40s"",""extra"":""5x vs display""}"
2026-09-15T18:01:28+00:00,channel_catalog,interativos,Interativos,interativo,iab-medium,Poll / Quiz,300×250,300,250,,,,first-party data,"[""desktop"",""mobile""]","[""interativo""]",[],[],[],[],[],{},[],"{""taxa"":""6-12%"",""tempo"":""15-30s"",""extra"":""8x vs display""}"
2026-09-15T18:01:28+00:00,channel_catalog,interativos,Interativos,interativo,iab-medium,Countdown,300×250,300,250,,,,lançamentos,"[""desktop"",""mobile""]","[""interativo""]",[],[],[],[],[],{},[],"{""taxa"":""2-4%"",""tempo"":""5-10s""}"
2026-09-15T18:01:28+00:00,channel_catalog,interativos,Interativos,interativo,ctv-16x9,Video Interactive,16:9,1920,1080,,,,demo,"[""ctv"",""mobile""]","[""interativo""]",[],[],[],[],[],{},[],"{""taxa"":""4-8%"",""tempo"":""20-45s"",""extra"":""5x vs display""}"
2026-09-15T18:01:28+00:00,channel_catalog,kwai,Kwai,social,feed-1x1,In-feed,1:1,1080,1080,,,,massa classe C,"[""mobile""]","[""social""]",[],[],[],[],[],{},[],{}
2026-09-15T18:01:28+00:00,channel_catalog,kwai,Kwai,social,story-9x16,Splash,9:16,1080,1920,,,,abertura do app,"[""mobile""]","[""social""]",[],[],[],[],[],{},[],{}
2026-09-15T18:01:28+00:00,channel_catalog,linkedin,LinkedIn,social,linkedin-landscape,Sponsored Content (Single image / Carousel / Video / Document / Event / Thought Leader etc.),1.91:1,1200,627,,,,"Awareness e consideração B2B no feed profissional; promoção de conteúdo, eventos, documentos e geração de leads via Lead Gen Forms","[""desktop"",""mobile"",""tablet"",""app""]","[""social""]",[],[],[],[],[],{},[],{}
2026-09-15T18:01:28+00:00,channel_catalog,linkedin,LinkedIn,social,feed-4x5,Sponsored Messaging (Message Ads e Conversation Ads),Inbox,1080,1350,,,,"Contato direto 1:1 em inbox, nutrição de leads, convites para eventos, demos e ofertas B2B","[""desktop"",""mobile"",""app""]","[""social""]",[],[],[],[],[],{},[],{}
2026-09-15T18:01:28+00:00,channel_catalog,linkedin,LinkedIn,social,feed-1x1,"Dynamic Ads (Follower Ads, Spotlight Ads, Jobs Ads)",1:1,1080,1080,,,,"Crescimento de seguidores de página, promoção de vagas e tráfego para site com criativos personalizados por perfil","[""desktop""]","[""social""]",[],[],[],[],[],{},[],{}
2026-09-15T18:01:28+00:00,channel_catalog,linkedin,LinkedIn,social,iab-leaderboard,Text Ads,Texto,728,90,,,,Performance e tráfego B2B de baixo custo em inventário de sidebar/topo em desktop,"[""desktop""]","[""social""]",[],[],[],[],[],{},[],{}
2026-09-15T18:01:28+00:00,channel_catalog,linkedin,LinkedIn,social,feed-1x1,Connected TV Ads,1:1,1080,1080,,,,Awareness B2B em ambiente de TV conectada com segmentação profissional do LinkedIn,"[""ctv""]","[""social""]",[],[],[],[],[],{},[],{}
2026-09-15T18:01:28+00:00,channel_catalog,linkedin,LinkedIn,social,feed-1x1,LinkedIn Audience Network (Single image / Carousel / Video fora do LinkedIn),1:1,1080,1080,,,,Extensão de alcance B2B em sites e apps de terceiros usando criativos de Sponsored Content,"[""mobile"",""desktop"",""tablet"",""app""]","[""social""]",[],[],[],[],[],{},[],{}
2026-09-15T18:01:28+00:00,channel_catalog,logan,Logan,ooh,iab-billboard,Mídia em veículo,970×250,970,250,,,,trajeto,"[""ooh""]","[""ooh""]",[],[],[],[],[],{},[],{}
2026-09-15T18:01:28+00:00,channel_catalog,logan,Logan,ooh,iab-billboard,Circuitos urbanos,970×250,970,250,,,,rota e cidade,"[""ooh""]","[""ooh""]",[],[],[],[],[],{},[],{}
2026-09-15T18:01:28+00:00,channel_catalog,logan,Logan,ooh,iab-billboard,DOOH mobile,DOOH,970,250,,,,apoio digital,"[""ooh"",""mobile""]","[""ooh""]",[],[],[],[],[],{},[],{}
2026-09-15T18:01:28+00:00,channel_catalog,hbo-max,Max (HBO),ctv,ctv-16x9,Video Ads,16:9,1920,1080,,,,branding em streaming premium,"[""ctv""]","[""ctv""]",[],[],[],[],[],{},[],{}
2026-09-15T18:01:28+00:00,channel_catalog,hbo-max,Max (HBO),ctv,ctv-16x9,Pre-roll,Pre-roll,1920,1080,,,,impacto de abertura,"[""ctv""]","[""ctv""]",[],[],[],[],[],{},[],{}
2026-09-15T18:01:28+00:00,channel_catalog,hbo-max,Max (HBO),ctv,ctv-16x9,Mid-roll,Mid-roll,1920,1080,,,,captura de atenção durante consumo longo,"[""ctv""]","[""ctv""]",[],[],[],[],[],{},[],{}
2026-09-15T18:01:28+00:00,channel_catalog,hbo-max,Max (HBO),ctv,iab-medium,Pause ads,300×250,300,250,,,,mensagem de alta lembrança em pausa,"[""ctv""]","[""ctv""]",[],[],[],[],[],{},[],{}
2026-09-15T18:01:28+00:00,channel_catalog,hbo-max,Max (HBO),ctv,iab-billboard,Takeover,970×250,970,250,,,,domínio de um conteúdo/abertura do dia,"[""ctv""]","[""ctv""]",[],[],[],[],[],{},[],{}
2026-09-15T18:01:28+00:00,channel_catalog,hbo-max,Max (HBO),ctv,ctv-16x9,Brand Block,16:9,1920,1080,,,,exclusividade em conteúdo,"[""ctv""]","[""ctv""]",[],[],[],[],[],{},[],{}
2026-09-15T18:01:28+00:00,channel_catalog,hbo-max,Max (HBO),ctv,ctv-16x9,Sequential Ads,16:9,1920,1080,,,,narrativa sequencial em campanhas,"[""ctv""]","[""ctv""]",[],[],[],[],[],{},[],{}
2026-09-15T18:01:28+00:00,channel_catalog,netflix,Netflix,ctv,ctv-16x9,Video Ads (pre-roll/mid-roll),16:9,1920,1080,,,,video branding em conteúdos sob demanda,"[""ctv"",""mobile"",""desktop"",""tablet"",""app""]","[""ctv""]",[],[],[],[],[],{},[],{}
2026-09-15T18:01:28+00:00,channel_catalog,netflix,Netflix,ctv,iab-medium,Pause Ads,300×250,300,250,,,,presença de marca em momentos de pausa do usuário,"[""ctv"",""mobile"",""desktop"",""tablet"",""app""]","[""ctv""]",[],[],[],[],[],{},[],{}
2026-09-15T18:01:28+00:00,channel_catalog,netflix,Netflix,ctv,ctv-16x9,Pre-roll,Pre-roll,1920,1080,,,,abertura de sessão,"[""ctv""]","[""ctv""]",[],[],[],[],[],{},[],{}
2026-09-15T18:01:28+00:00,channel_catalog,paramount-plus,Paramount+,ctv,iab-medium,Pause Ads,300×250,300,250,,,,momentos de pausa no streaming em tela de TV,"[""ctv""]","[""ctv""]",[],[],[],[],[],{},[],{}
2026-09-15T18:01:28+00:00,channel_catalog,paramount-plus,Paramount+,ctv,ctv-16x9,Pre-roll,Pre-roll,1920,1080,,,,abertura de conteúdo em streaming,"[""ctv""]","[""ctv""]",[],[],[],[],[],{},[],{}
2026-09-15T18:01:28+00:00,channel_catalog,paramount-plus,Paramount+,ctv,ctv-16x9,Video Ads,16:9,1920,1080,,,,vídeo em conteúdo premium de streaming,"[""ctv""]","[""ctv""]",[],[],[],[],[],{},[],{}
2026-09-15T18:01:28+00:00,channel_catalog,paramount-plus,Paramount+,ctv,linkedin-landscape,Branded Content,1.91:1,1200,627,,,,projetos customizados com conteúdo premium,"[""ctv""]","[""ctv""]",[],[],[],[],[],{},[],{}
2026-09-15T18:01:28+00:00,channel_catalog,podcast-ads,Podcast Ads (Rede),audio,audio-bar,Audio ads,15s/30s,728,90,,,,alcance em podcasts via compra automatizada ou reservada,"[""audio"",""mobile"",""app"",""desktop"",""tablet""]","[""audio""]",[],[],[],[],[],{},[],{}
2026-09-15T18:01:28+00:00,channel_catalog,podcast-ads,Podcast Ads (Rede),audio,audio-bar,Host-read / testemunhal,Host-read,728,90,,,,credibilidade do host e integração editorial,"[""audio"",""mobile"",""app""]","[""audio""]",[],[],[],[],[],{},[],{}
2026-09-15T18:01:28+00:00,channel_catalog,podcast-ads,Podcast Ads (Rede),audio,audio-bar,Anúncio inserido dinamicamente,15s/30s,728,90,,,,escala com segmentação e substituição ao longo do tempo,"[""audio"",""mobile"",""app"",""desktop"",""tablet""]","[""audio""]",[],[],[],[],[],{},[],{}
2026-09-15T18:01:28+00:00,channel_catalog,prime-video,Prime Video,ctv,ctv-16x9,Video Ads,16:9,1920,1080,,,,branding no Prime,"[""ctv"",""mobile""]","[""ctv""]",[],[],[],[],[],{},[],{}
2026-09-15T18:01:28+00:00,channel_catalog,prime-video,Prime Video,ctv,ctv-16x9,Pre-roll,Pre-roll,1920,1080,,,,abertura de título,"[""ctv""]","[""ctv""]",[],[],[],[],[],{},[],{}
2026-09-15T18:01:28+00:00,channel_catalog,prime-video,Prime Video,ctv,iab-medium,Pause Ads,300×250,300,250,,,,marca no intervalo,"[""ctv""]","[""ctv""]",[],[],[],[],[],{},[],{}
2026-09-15T18:01:28+00:00,channel_catalog,r7,R7,portal,iab-medium,Retângulo (300x250),300×250,300,250,,,,cobertura em home e internas do portal,"[""desktop"",""mobile"",""tablet""]","[""portal""]",[],[],[],[],[],{},[],{}
2026-09-15T18:01:28+00:00,channel_catalog,r7,R7,portal,iab-medium,Billboard (970x250),300×250,300,250,,,,impacto em áreas de topo,"[""desktop""]","[""portal""]",[],[],[],[],[],{},[],{}
2026-09-15T18:01:28+00:00,channel_catalog,r7,R7,portal,iab-medium,Super Banner / Stick Ad (728x90),300×250,300,250,,,,visibilidade em topo de páginas e formato fixo,"[""desktop""]","[""portal""]",[],[],[],[],[],{},[],{}
2026-09-15T18:01:28+00:00,channel_catalog,r7,R7,portal,iab-medium,Banner Mobile (320x50),300×250,300,250,,,,presença em navegação mobile,"[""mobile""]","[""portal""]",[],[],[],[],[],{},[],{}
2026-09-15T18:01:28+00:00,channel_catalog,r7,R7,portal,iab-leaderboard,Native Advertising / Native com vídeo,728×90,728,90,,,,integração com conteúdo editorial em páginas do portal,"[""desktop"",""mobile""]","[""portal""]",[],[],[],[],[],{},[],{}
2026-09-15T18:01:28+00:00,channel_catalog,r7,R7,portal,iab-medium,Half Page (300x600),300×250,300,250,,,,impacto vertical em páginas de conteúdo,"[""desktop""]","[""portal""]",[],[],[],[],[],{},[],{}
2026-09-15T18:01:28+00:00,channel_catalog,r7,R7,portal,iab-medium,Galeria de Fotos,300×250,300,250,,,,presença em ambientes de galeria de imagens,"[""desktop""]","[""portal""]",[],[],[],[],[],{},[],{}
2026-09-15T18:01:28+00:00,channel_catalog,r7,R7,portal,iab-billboard,Intervenção padrão (takeover de home),970×250,970,250,,,,takeover de homepage por período determinado,"[""desktop"",""mobile""]","[""portal""]",[],[],[],[],[],{},[],{}
2026-09-15T18:01:28+00:00,channel_catalog,r7,R7,portal,linkedin-landscape,Conteúdo / Branded Content (R7 Estúdio),1.91:1,1200,627,,,,projetos especiais de conteúdo multimídia no portal e redes,"[""desktop"",""mobile""]","[""portal""]",[],[],[],[],[],{},[],{}
2026-09-15T18:01:28+00:00,channel_catalog,r7,R7,portal,linkedin-landscape,"Conteúdo / Branded Content (R7 Estúdio, conteúdos patrocinados)",1.91:1,1200,627,,,,projetos especiais de conteúdo multimídia no portal e redes,"[""desktop"",""mobile""]","[""portal""]",[],[],[],[],[],{},[],{}
